City,Country,Latitude,Longitude,Max Temp F,Current Temp F,Humitidy %,Cloudiness %,Wind Speed
San Juan Nepomuceno,PY,-26.11,-55.94,65.85,65.85,87,0,2.01
San Julian,SV,13.7,-89.56,71.6,69.53,68,0,4.7
San Lorenzo,HN,13.43,-87.45,82.05,82.05,75,12,3.69
San Patricio,PY,-26.98,-56.83,66.66,66.66,81,24,2.13
San Pedro,AR,-33.68,-59.66,48,48,86,48,1.99
San Policarpo,PH,12.18,125.51,82.5,82.5,80,0,10.4
San Quintin,PH,17.54,120.52,87.18,87.18,43,8,6.71
San Rafael Del Sur,NI,11.85,-86.44,78.81,78.81,59,0,12.53
San Ramon,NI,12.92,-85.84,66,66,86,92,1.01
San Roque,EC,0.3,-78.23,46.23,46.23,100,48,1.68
San Vicente,SV,13.64,-88.78,71.6,69.44,78,0,4.7
San Vito,CR,8.82,-82.97,60.01,60.01,50,20,11.01
Sandane,NO,61.77,6.22,39.99,32.07,92,0,4.7
Sangar,RU,63.92,127.47,10.14,10.14,66,32,7.61
Santa Barbara,US,34.42,-119.7,55.4,50.29,87,1,11.18
Santa Cecilia,CO,5.35,-76.12,66.93,66.93,96,80,0.45
Santa Maria,BR,-29.69,-53.81,57.93,57.93,78,0,5.93
Santa Maria Do Suacui,BR,-18.19,-42.41,67.29,67.29,96,92,4.47
Santo Antonio Do Ica,BR,-3.1,-67.94,75.21,75.21,97,32,3.02
Sao Filipe,CV,14.9,-24.5,68.46,68.46,100,88,10.4
Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,74.67,74.67,95,56,2.35
Sao Joao Da Barra,BR,-21.64,-41.05,80.16,80.16,100,20,5.14
Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.11,76.11,95,48,4.92
Sao Luis,BR,4.43,-61.14,78,78,54,20,5.7
Sao Luis De Montes Belos,BR,-16.52,-50.37,69.18,69.18,95,56,3.13
Sao Miguel Do Araguaia,BR,-13.28,-50.16,72.69,72.69,96,64,3.58
Saskylakh,RU,71.97,114.09,6.45,6.45,87,64,5.48
Sault Sainte Marie,CA,46.49,-84.36,21.2,20.57,85,1,5.82
Savannah Bight,HN,16.45,-85.85,77.1,77.1,100,92,5.7
Sayan,YE,15.88,43.46,82.5,82.5,51,48,2.46
Scarborough,GB,54.28,-0.41,41,39.56,69,0,11.41
Scottsbluff,US,41.87,-103.67,42.01,39.7,100,90,3.36
Sedhiou,SN,12.71,-15.56,72.42,72.42,58,80,6.15
Sehithwa,BW,-20.47,22.7,71.7,71.7,56,0,12.08
Seminole,US,32.72,-102.64,53.6,50.32,40,1,4.7
Semporna,MY,4.48,118.61,87.8,87.8,70,75,12.75
Sena Madureira,BR,-9.07,-68.66,74.67,74.67,94,56,1.9
Senno,RU,57.76,27.95,35.6,35.6,69,20,6.71
Seoul,KR,37.57,126.98,55.4,52.39,53,90,4.7
Sept-Iles,CA,50.2,-66.38,-11.21,-11.21,57,5,2.24
Serebryansk,KZ,49.68,83.3,38.31,38.31,79,56,2.68
Seredka,RU,58.06,38.14,29.22,29.22,93,0,11.18
Serenje,ZM,-13.23,30.22,68.19,68.19,83,32,7.61
Serik,TR,36.92,31.1,55.4,55.15,24,0,17.22
Severnoye,RU,54.09,52.54,33.9,33.9,99,88,14.2
Severo-Kurilsk,RU,50.68,156.12,27.51,27.51,100,64,16.55
Severo-Yeniseyskiy,RU,60.37,93.04,30.93,30.93,72,68,3.36
Sfantu Gheorghe,RO,44.65,26.83,53.01,50.59,49,0,3.13
Shache,CN,38.42,77.24,63.33,63.33,35,0,4.7
Sharlyk,RU,52.93,54.74,34.08,34.08,98,92,13.76
Shasta Lake,US,40.68,-122.36,51.8,42.93,70,75,2.91
Shatsk,UA,51.49,23.92,37.4,37.4,86,44,3.36
Sheregesh,RU,52.93,87.98,32.91,32.91,81,92,4.36
Shevchenkove,UA,49.7,37.18,39.2,39.2,69,0,6.71
Shihezi,CN,44.3,86.03,50.91,50.91,87,80,5.14
Shimoda,JP,34.7,138.93,57.2,56.12,50,75,20.8
Shingu,JP,33.72,135.99,57.2,57.2,62,75,5.82
Shizunai,JP,42.33,142.37,39.84,39.84,85,92,12.75
Sibolga,ID,1.74,98.78,79.8,79.8,94,20,1.34
Sijunjung,ID,-0.69,100.95,82.5,82.5,74,24,3.13
Simao,CN,22.76,100.79,84.75,84.75,28,0,4.47
Simpang,MY,4.82,100.71,91.4,89.92,55,75,4.7
Sinjar,SY,35.59,37,47.76,47.76,85,68,7.16
Sinnamary,GF,5.38,-52.96,79.35,79.35,96,92,10.74
Sinop,TR,42.03,35.15,42.8,42.8,75,20,2.24
Sioux Lookout,CA,50.1,-91.92,17.6,10.9,84,5,2.24
Siparia,TT,10.14,-61.51,73.4,72.79,83,20,3.36
Sisimiut,GL,66.94,-53.67,13.47,13.47,81,92,2.46
Sistranda,NO,63.73,8.83,37.99,37.76,59,75,12.75
Sitka,US,37.17,-99.65,45,45,87,68,5.99
Skelleftea,SE,64.75,20.95,30,29.19,74,75,9.17
Skibbereen,IE,51.55,-9.27,42.8,42.8,87,75,5.82
Skjervoy,NO,70.03,20.97,32,28.33,100,0,10.29
Slave Lake,CA,55.28,-114.77,35.6,35.6,80,90,13.87
Smolenka,PL,54.15,22.76,30.66,30.66,85,32,4.14
Snyder,US,32.72,-100.92,57.99,56.26,62,1,11.41
Sobolevo,RU,54.43,31.9,30.93,30.93,57,20,11.41
Sohbatpur,PK,28.52,68.54,70.98,70.98,100,0,3.58
Sokolo,ML,14.74,-6.12,80.61,80.61,64,64,2.57
Sola,FI,62.78,29.36,34,32.23,74,75,9.17
Solnechnyy,RU,50.72,136.64,27.51,27.51,65,32,3.47
Sompeta,IN,18.93,84.6,92.85,92.85,49,0,3.36
Songea,TZ,-10.68,35.65,70.8,70.8,94,76,2.91
Songjianghe,CN,42.18,127.48,43.26,43.26,54,92,8.72
Sonqor,IR,34.78,47.6,44.6,44.6,87,90,19.46
Soria,ES,41.76,-2.46,39.99,39.99,69,0,1.99
Sorland,NO,67.67,12.69,30.2,30.2,86,90,16.11
Soto La Marina,MX,23.77,-98.21,70.98,70.98,77,0,9.73
Souillac,FR,45.6,-0.6,41,40.01,75,0,8.05
Sovetskiy,RU,56.76,48.47,30.12,30.12,97,88,4.59
Soyo,AO,-6.13,12.37,80.6,80.6,88,75,3.58
Spassk-Ryazanskiy,RU,54.41,40.38,34,34,74,80,5.01
Srandakan,ID,-7.94,110.25,81.51,81.51,94,88,4.47
Srednekolymsk,RU,67.46,153.71,3.84,3.84,62,0,4.92
Sredniy Ikorets,RU,51.07,39.76,35.25,35.25,89,12,8.5
Starogard Gdanski,PL,53.96,18.53,42.01,36.64,86,0,6.93
Staroleushkovskaya,RU,45.98,39.75,37,37,82,0,7.61
Starovelichkovskaya,RU,45.43,38.72,48,44.64,70,0,6.71
Staryy Nadym,RU,65.61,72.68,30.21,30.21,94,92,12.64
Stephenville,US,32.22,-98.2,66.2,63.32,59,90,5.82
Sterling,US,39,-77.4,51.8,48.78,57,90,4.7
Straubing,DE,48.88,12.57,46,41.94,93,40,8.05
Straza,RS,44.97,21.3,41,41,60,0,1.12
Strelka,RU,58.08,93.03,31.74,31.74,82,80,3.36
Strezhevoy,RU,60.73,77.6,35.6,35.6,64,0,6.71
Stuttgart,DE,48.78,9.18,44.01,40.15,69,20,8.05
Sucila,MX,21.15,-88.32,69.36,69.36,76,0,5.14
Suez,EG,29.97,32.54,54.33,54.33,68,92,9.95
Sulangan,PH,11.14,123.72,79.98,79.98,100,20,12.53
Sumenep,ID,-7.02,113.87,81.6,81.6,100,68,6.38
Sungaipenuh,ID,-2.08,101.38,74.4,74.4,89,56,1.34
Sungurlu,TR,40.17,34.38,31.2,31.2,59,0,4.14
Suntar,RU,62.16,117.65,16.35,16.35,46,12,5.48
Suraabad,AZ,40.82,49.47,44.6,44.6,81,90,21.92
Surgut,RU,61.25,73.4,39.2,39.2,51,0,8.95
Susangerd,IR,31.56,48.19,75.2,75.2,69,75,11.41
Svetlogorsk,RU,53.14,59.15,35.6,35.6,93,90,6.71
Svidnik,SK,49.31,21.57,46.99,40.78,88,12,4.7
Syasstroy,RU,60.14,32.56,32.73,32.73,84,20,7.05
Sydney,AU,-33.85,151.22,78.01,76.57,69,40,6.93
Tabora,TZ,-5.02,32.81,70.35,70.35,82,44,4.47
Tabory,PL,53.89,19.53,42.01,38.1,82,48,5.01
Tabou,CI,4.42,-7.36,83.85,83.85,94,44,9.51
Tabuk,PH,17.41,121.44,85.83,85.83,38,20,2.01
Tadine,NC,-21.55,167.88,80.34,80.34,91,20,19.24
Taebla,EE,58.95,23.74,37,36.16,93,0,5.82
Taguatinga,BR,-15.83,-48.06,68,68,94,75,4.7
Tagusao,PH,9.19,117.81,86.46,86.46,68,64,6.93
Tahe,CN,52.34,124.71,26.07,26.07,50,64,6.93
Tairua,NZ,-37.02,175.85,69.01,64.85,77,0,4
Takab,IR,36.4,47.11,35.61,35.61,100,92,3.02
Takhtamygda,RU,54.1,123.57,26.16,26.16,48,76,9.62
Takoradi,GH,4.89,-1.75,81.24,81.24,99,56,11.18
Talakan,RU,50.29,130.28,31.29,31.29,63,80,4.59
Talara,PE,-4.58,-81.27,72.78,72.78,79,56,3.69
Talaya,RU,55.79,84.89,37.99,36.84,51,0,6.71
Talcahuano,CL,-36.72,-73.12,53.6,53.6,87,0,8.05
Talnakh,RU,69.49,88.39,24.45,24.45,92,92,19.57
Taltal,CL,-25.41,-70.49,52.71,52.71,96,0,2.01
Tamandare,BR,-8.28,-70.75,75.66,75.66,93,20,2.68
Tamasane,BW,-22.42,27.4,75.2,75.2,64,0,4.59
Tambilil,PH,5.96,124.67,84.21,84.21,70,48,3.47
Tank,PK,32.22,70.39,69.09,69.09,60,0,2.57
Taoudenni,ML,22.68,-3.98,63.69,63.69,72,88,3.36
Tarauaca,BR,-8.16,-70.77,75.66,75.66,93,20,2.68
Tarko-Sale,RU,64.92,77.78,30,30,81,48,5.99
Tashla,RU,53.71,49.75,32,32,99,90,22.37
Tasiilaq,GL,65.61,-37.64,26.6,26.6,100,88,53.02
Tatarka,BY,53.25,28.82,34.98,34.98,67,80,3.47
Tateyama,JP,36.66,137.31,60.8,59.14,38,75,12.75
Tautira,PF,-17.73,-149.15,84.2,84.09,74,40,3.36
Tazmalt,DZ,36.39,4.4,55,54.3,81,0,11.41
Tazovskiy,RU,67.47,78.7,26.7,26.7,92,64,16.22
Tchollire,CM,8.4,14.17,82.05,82.05,60,100,2.68
Te Anau,NZ,-45.41,167.72,62.7,62.7,85,88,14.99
Tebingtinggi,ID,3.33,99.16,88.26,88.26,76,48,12.19
Tecoanapa,MX,16.99,-99.26,75.2,75.2,83,5,2.13
Teguldet,RU,57.31,88.17,36.6,36.6,61,12,5.03
Teluk Intan,MY,4.02,101.03,91.4,89.87,66,75,6.93
Tenenkou,ML,14.46,-4.91,79.98,79.98,47,76,4.47
Tepechitlan,MX,21.67,-103.33,47.58,47.58,61,0,2.35
Terenos,BR,-20.44,-54.87,73.4,73.4,69,0,6.93
Ternate,PH,14.29,120.72,90,87.44,48,24,5.01
Terre-De-Bas,GP,15.85,-61.64,75.2,75.2,78,90,2.24
Tessalit,ML,20.2,1.01,68.91,68.91,21,80,5.37
Teutonia,DE,51.59,9.03,39,37.87,86,40,6.93
Teya,MX,21.05,-89.07,73.99,73.71,83,5,9.17
Teyateyaneng,LS,-29.15,27.74,56.31,56.31,97,0,3.58
Tezu,IN,27.93,96.16,68.55,68.55,55,32,1.45
Thai Binh,VN,20.45,106.33,69.8,69.8,77,90,4.7
Thanh Hoa,VN,10.21,106.33,89.6,89.6,59,75,11.41
The Valley,AI,18.22,-63.06,77,76.64,73,20,16.11
Thinadhoo,MV,0.53,72.93,84.84,84.84,100,56,9.51
Thompson,CA,55.74,-97.86,-0.41,-0.41,59,5,2.24
Thunder Bay,CA,48.41,-89.26,19.99,17.78,72,5,3.36
Tieli,CN,46.98,128.05,36.87,36.87,48,64,14.54
Tieling,CN,42.29,123.84,54.6,54.6,67,0,9.06
Tigil,RU,57.8,158.67,17.25,17.25,81,76,11.07
Tignere,CM,7.37,12.65,65.58,65.58,93,80,6.71
Tiksi,RU,71.64,128.87,2.13,2.13,67,8,3.91
Tilichiki,RU,60.47,166.1,18.06,18.06,82,36,8.05
Timizart,DZ,36.8,4.25,55,55,64,24,1.9
Timmins,CA,48.48,-81.33,10.4,10.4,43,5,5.82
Timra,SE,62.49,17.33,34,29.88,63,0,10.29
Tinskoy,RU,56.15,96.92,31.38,31.38,63,76,5.03
Tirano,IT,46.22,10.17,39.99,30.81,92,8,2.24
Tiruttani,IN,13.18,79.61,95,94.06,44,20,9.17
Tiznit,MA,29.7,-9.73,59.55,59.55,75,12,9.95
Toamasina,MG,-18.17,49.38,86,86,70,20,9.17
Toba,JP,34.47,136.83,60.01,56.82,47,75,3.36
Tobermory,CA,45.25,-81.67,10.99,10.99,87,0,12.75
Tocopilla,CL,-22.09,-70.2,59.82,59.82,100,8,2.46
Togur,RU,58.36,82.83,31.56,31.56,95,48,5.14
Toktogul,KG,41.87,72.95,37,34.92,58,0,2.35
Tokur,RU,53.13,132.9,23.01,23.01,38,12,3.13
Tolaga Bay,NZ,-38.37,178.3,68.91,68.91,58,0,8.61
Tongchuan,CN,34.9,108.95,71.6,71.6,14,0,6.71
Torbay,CA,47.66,-52.73,30,28.58,86,75,19.46
Tornio,FI,61.12,27.27,30.2,29.68,74,0,5.82
Torquay,GB,50.47,-3.52,45,43.11,93,20,8.05
Toucheng,TW,24.86,121.82,75.99,68.88,93,75,6.93
Touros,BR,-5.2,-35.46,77,77,94,0,6.93
Trat,TH,12.25,102.51,90,89.53,62,40,9.17
Treinta Y Tres,UY,-33.23,-54.39,56.04,56.04,81,0,11.18
Tres Arroyos,AR,-38.38,-60.28,52.98,52.98,80,20,9.95
Tres Picos,MX,16.23,-93.58,67.56,67.56,67,0,1.68
Trincomalee,LK,8.58,81.23,94.29,94.29,45,0,10.74
Troina,IT,37.79,14.6,57.99,51.73,100,5,2.24
Tromso,NO,69.65,18.96,28.4,24.26,86,90,12.75
Truth Or Consequences,US,33.13,-107.25,57.2,55.33,15,1,8.05
Trzcianka,PL,53.04,16.46,37.99,37.99,84,20,5.99
Tshane,BW,-24.02,21.87,72.87,72.87,43,48,7.61
Tsuruoka,JP,38.61,139.81,55.4,53.76,57,75,17.22
Tual,ID,-5.67,132.75,84.03,84.03,100,48,4.03
Tuatapere,NZ,-46.13,167.69,72,72,72,92,3
Tuktoyaktuk,CA,69.44,-133.03,14,14,92,20,9.17
Tumaco,CO,1.8,-78.82,75.21,75.21,96,80,3.13
Tupik,RU,54.43,119.94,15.63,15.63,43,76,6.38
Tura,IN,25.52,90.21,83.94,83.94,57,0,3.02
Turayf,SA,31.68,38.65,46.4,46.4,100,75,6.93
Turka,UA,49.16,23.03,39,39,81,92,3.36
Turmalina,BR,-17.29,-42.73,66.93,66.93,97,64,6.49
Turukhansk,RU,65.8,87.96,25.26,25.26,94,88,16.22
Tutoia,BR,-2.76,-42.27,73.68,73.68,100,64,2.13
Tuy Hoa,VN,13.08,109.3,80.16,80.16,85,56,8.16
Twin Falls,US,42.57,-114.46,35.6,35.19,80,1,9.17
Tynda,RU,55.15,124.74,21.57,21.57,49,64,8.95
Tyukhtet,RU,56.54,89.31,33.54,33.54,86,32,7.72
Uch,FR,45.32,-0.93,48.2,44.64,76,90,6.93
Uchaly,RU,54.32,59.38,31.38,31.38,93,92,9.51
Udachnyy,RU,66.42,112.4,12.12,12.12,59,8,3.36
Udomlya,RU,57.88,35,28.05,28.05,85,88,12.75
Uglegorsk,RU,49.08,142.06,26.52,26.52,51,0,4.14
Ugoofaaru,MV,5.67,73,84.75,84.75,99,0,10.07
Ukiah,US,39.15,-123.21,55,50.5,62,1,5.03
Ulaanbaatar,MN,47.92,106.92,44.6,44.6,16,20,13.42
Ulladulla,AU,-35.36,150.48,75.2,71.62,60,75,21.92
Umm Kaddadah,SD,13.6,26.69,75.93,75.93,18,0,15.43
Umm Lajj,SA,25.02,37.27,70.98,70.98,79,88,9.73
Union City,US,36.42,-89.06,64.4,60.24,72,75,10.29
Upernavik,GL,72.79,-56.15,-0.31,-0.31,100,48,23.15
Urengoy,RU,65.96,78.37,23.73,23.73,97,64,15.55
Urubicha,BO,-15.63,-63.08,71.97,71.97,96,56,2.01
Urusha,RU,54.05,122.9,25.71,25.71,42,76,9.73
Ushuaia,AR,-54.81,-68.31,41,41,86,90,9.17
Usinsk,RU,66,57.56,32.91,32.91,93,32,12.41
Ussel,FR,45.55,2.31,39.99,39.99,90,56,5.99
Ust-Ishim,RU,57.69,71.17,27.69,27.69,92,20,7.05
Ust-Kuyga,RU,70,135.55,-2.38,-2.38,70,8,4.14
Ust-Maya,RU,60.42,134.54,19.23,19.23,53,0,6.6
Ust-Nera,RU,64.57,143.24,9.33,9.33,67,64,2.57
Ust-Omchug,RU,61.13,149.63,15.27,15.27,62,0,3.69
Ustka,PL,54.58,16.86,37.59,37.59,95,56,14.09
Vaini,IN,15.34,74.49,93.2,91.94,38,20,8.05
Vaitape,PF,-16.52,-151.75,83.94,83.94,100,24,11.97
Vallenar,CL,-28.58,-70.76,54.69,54.69,75,0,1.68
Valparaiso,US,41.47,-87.06,39.2,36.05,93,90,6.93
Vanavara,RU,60.35,102.28,20.76,20.76,49,0,3.58
Vanderhoof,CA,54.02,-124.02,28.5,28.5,88,0,2.35
Vanimo,PG,-2.67,141.3,82.23,82.23,100,76,13.76
Vao,EE,59.1,26.19,32.1,32.1,88,8,8.61
Vardo,US,39.62,-77.74,51.8,47.86,65,90,4.14
Veere,NL,51.55,3.67,46.4,44.8,70,12,20.8
Veinticinco De Mayo,AR,-27.38,-54.75,60.9,60.9,88,0,4.03
Veraval,FR,49.65,0.71,46.4,42.96,87,0,8.05
Verkhnevilyuysk,RU,63.45,120.31,11.76,11.76,56,0,6.38
Verkhnyaya Sinyachikha,RU,57.98,61.67,36.87,36.87,84,8,4.92
Verkhoyansk,RU,67.55,133.39,7.71,7.71,65,8,3.69
Vestmanna,FO,62.16,-7.17,39.2,39.2,80,0,5.82
Vestmannaeyjar,IS,63.44,-20.27,36.6,36.6,100,92,18.79
Victor Harbor,AU,-35.55,138.62,66.2,62.02,39,20,21.92
Victoria,BN,5.28,115.24,89.6,88.63,62,75,8.05
Vidim,CZ,50.47,14.53,44.01,40.75,93,0,8.05
Viedma,AR,-40.81,-62.99,46.14,46.14,92,36,3.69
Vieste,IT,41.88,16.18,55,49.32,93,5,3.36
Vigia,PT,40.51,-8.69,62.01,56.03,71,0,1.12
Vila,IT,45.18,8.4,57,50.49,45,0,3.36
Vila Franca Do Campo,PT,37.72,-25.43,57.2,56.08,82,20,14.99
Vila Velha,BR,-3.71,-38.6,75.2,75.09,100,75,3.36
Vilhena,BR,-12.74,-60.15,70.53,70.53,94,8,1.57
Villa Altagracia,DO,18.67,-70.17,72,70.86,94,40,1.9
Vilyuysk,RU,63.75,121.63,12.3,12.3,54,0,7.05
Virginia Beach,US,36.85,-75.98,59,56.43,50,1,13.87
Vista Hermosa,MX,17.8,-97.76,54.6,54.6,77,0,3.58
Vitre,FR,48.12,-1.21,39.2,37.44,93,0,5.82
Vodnyy,RU,63.51,53.41,33.18,33.18,79,56,8.39
Voi,KE,-3.4,38.57,73.41,73.41,77,24,3.02
Vostok,RU,46.45,135.83,37.23,37.23,48,48,4.59
Vrangel,RU,42.73,133.08,40.2,40.2,83,8,13.09
Vuktyl,RU,63.86,57.31,33.63,33.63,77,88,8.5
Vung Tau,VN,10.35,107.08,84.93,84.93,86,0,17.67
Wad Rawah,SD,15.16,33.13,80.97,80.97,20,0,12.08
Waddan,LY,29.16,16.14,41.01,41.01,86,0,2.91
Wagar,US,31.44,-87.99,57,57,89,12,5.14
Wageningen,NL,51.98,5.66,45,42.89,80,75,13.87
Wahpeton,US,46.27,-96.61,33.8,26.76,80,90,6.38
Waingapu,ID,-9.65,120.26,82.95,82.95,83,56,11.52
Waipawa,NZ,-39.94,176.59,66.99,66.99,76,80,2.57
Wajima,JP,37.4,136.9,53.6,53.6,54,75,23.04
Walla Walla,US,46.06,-118.33,45,41.65,70,1,10.29
Walvis Bay,NA,-22.95,14.51,60.01,59,93,90,1.12
Wamba,CD,2.14,27.99,75.48,75.48,90,0,3.02
Wanaka,NZ,-44.7,169.14,62.43,62.43,78,88,7.61
Wanxian,CN,30.8,108.39,58.2,58.2,73,92,3.13
Warragul,AU,-38.16,145.93,64,61.93,45,88,15.01
Warrensburg,US,38.76,-93.74,52,50.47,87,90,8.05
Warrnambool,AU,-38.38,142.48,53.01,53.01,78,32,5.01
Watsa,CD,3.04,29.53,73.95,73.95,94,0,4.03
Weligama,LK,5.97,80.42,86.73,86.73,79,0,8.5
Wenatchee,US,47.42,-120.31,46.4,37.92,87,90,4.7
Werda,DE,50.44,12.3,39,35.26,86,40,6.93
West Odessa,US,31.84,-102.48,57.2,55.49,47,8,4.7
Westport,IE,53.8,-9.52,46.99,43.38,100,75,6.93
Weyburn,CA,49.67,-103.85,24.01,24.01,74,56,8.99
Whitecourt,CA,54.14,-115.68,33.18,33.18,92,88,6.71
Whitehorse,CA,60.72,-135.06,32,30.72,84,40,2.24
Whyalla,AU,-33.04,137.58,69.8,69.8,52,90,17.22
Wichita Falls,US,33.91,-98.49,55.99,53.78,76,1,4.7
Williams Lake,CA,52.13,-122.14,39.2,39.2,64,75,5.82
Williamstown,AU,-34.67,138.89,69.01,64.92,39,20,21.92
Wilmington,US,39.75,-75.55,52,48.29,76,75,5.82
Witu,KE,-2.39,40.44,86,86,66,20,1.9
Wonthaggi,AU,-38.6,145.59,64,61.34,48,88,17
Woodward,US,36.43,-99.39,51.8,48.83,75,40,8.61
Wuda,CN,39.5,106.72,52.35,52.35,39,48,6.6
Wukari,NG,7.87,9.78,77.64,77.64,81,8,13.65
Xam Nua,LA,20.42,104.04,78.45,78.45,65,12,1.57
Xianyang,CN,34.31,108.72,71.6,71.6,14,0,6.71
Xiaoshi,CN,30.59,116.63,64.77,64.77,59,0,4.14
Xichang,CN,27.88,102.25,71.01,71.01,32,0,1.9
Xingyi,CN,24.19,102.82,74.22,74.22,36,0,11.07
Xinyang,CN,32.13,114.07,71.7,71.7,52,0,6.04
Xinyu,CN,27.8,114.93,64.41,64.41,86,12,3.13
Xudat,AZ,41.63,48.68,37.68,37.68,95,56,6.93
Yaan,NG,7.38,8.57,74.67,74.67,92,48,10.74
Yabrud,SY,33.97,36.66,50,45.52,71,40,3.13
Yakeshi,CN,49.28,120.73,23.46,23.46,17,0,20.02
Yamada,JP,36.58,137.08,60.8,58.82,38,75,12.75
Yanam,IN,16.73,82.22,95,95,44,0,3.36
Yangambi,CD,0.77,24.47,71.16,71.16,100,76,4.14
Yar-Sale,RU,66.83,70.83,29.85,29.85,92,36,17.67
Yarada,IN,17.65,83.27,93.2,93.2,49,0,9.17
Yarim,YE,14.3,44.38,68.46,68.46,22,0,3.13
Yarmouth,GB,50.71,-1.5,44.01,41.31,87,40,5.82
Yatou,CM,3.63,9.81,75.2,75.2,100,40,4.14
Yellowknife,CA,62.45,-114.38,23,23,73,5,4.7
Yeniseysk,RU,58.45,92.17,31.74,31.74,87,68,2.57
Yenotayevka,RU,47.24,47.04,40.02,40.02,85,0,13.98
Yerbogachen,RU,61.28,108.01,18.06,18.06,51,8,4.03
Yermakovskoye,RU,53.28,92.4,36.15,36.15,80,76,6.04
Ygatimi,PY,-24.08,-55.5,68.64,68.64,91,8,1.68
Yidu,CN,30.39,111.44,68.73,68.73,70,0,5.59
Yoichi,JP,43.19,140.77,43,42.73,70,75,17.22
Youkounkoun,GN,12.53,-13.12,76.38,76.38,66,64,4.14
Yulara,AU,-25.24,130.99,89.6,89.6,33,56,12.75
Yumen,CN,40.29,97.04,54.06,54.06,39,8,7.72
Yuncheng,CN,35.03,111,67.38,67.38,32,0,4.03
Zabol,IR,31.03,61.49,73.4,73.4,49,0,11.41
Zarate,PE,-13.68,-76.08,65.13,65.13,92,8,1.34
Zaysan,KZ,47.47,84.87,46.86,46.86,71,8,4.7
Zelenoborsk,RU,61.47,64.05,34.98,34.98,88,80,7.49
Zeya,RU,53.74,127.27,25.8,25.8,48,36,6.15
Zhanaozen,KZ,43.35,52.85,42.72,42.72,68,88,19.13
Zhaotong,CN,27.34,103.71,55.5,55.5,57,0,3.13
Zhezkazgan,KZ,47.8,67.71,32,32,100,90,8.95
Zhigalovo,RU,54.81,105.15,25.35,25.35,54,88,3.02
Zhigansk,RU,66.77,123.37,6.18,6.18,56,0,5.37
Zhuanghe,CN,39.7,122.97,46,46,76,0,1.99
Zlobin,HR,45.29,14.65,50,45.41,66,0,1.12
Zmeinogorsk,RU,51.15,82.2,35.43,35.43,93,68,3.69
Znamenskoye,RU,57.13,73.82,29.31,29.31,100,32,4.36
Zonguldak,TR,41.25,31.83,36,35.85,87,0,3.36
Zwedru,LR,6.07,-8.13,74.85,74.85,92,92,4.47
Zyryanka,RU,65.73,150.89,8.7,8.7,64,20,6.93
